1731238861.754125 server started (23799): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1731238861.754137 on Linux 6.11.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 01 Nov 2024 03:30:41 +0000
1731238861.754144 using libevent 2.1.12-stable poll
1731238861.754150 using utf8proc 2.9.0
1731238861.754152 using ncurses 6.5 20240427
1731238862.217303 utf8_from_data: (1 1  ) -> 41000020
1731238862.217307 utf8_from_data: (1 1  ) -> 41000020
1731238862.217310 utf8_from_data: (1 1  ) -> 41000020
1731238862.217313 utf8_from_data: (1 1  ) -> 41000020
1731238862.217316 utf8_from_data: (1 1  ) -> 41000020
1731238862.217320 utf8_from_data: (1 1  ) -> 41000020
1731238862.217323 utf8_from_data: (1 1  ) -> 41000020
1731238862.217326 utf8_from_data: (1 1  ) -> 41000020
1731238862.217329 utf8_from_data: (1 1  ) -> 41000020
1731238862.217333 utf8_from_data: (1 1  ) -> 41000020
1731238862.217336 utf8_from_data: (1 1  ) -> 41000020
1731238862.217339 utf8_from_data: (1 1  ) -> 41000020
1731238862.217342 utf8_from_data: (1 1  ) -> 41000020
1731238862.217346 utf8_from_data: (1 1  ) -> 41000020
1731238862.217349 utf8_from_data: (1 1  ) -> 41000020
1731238862.217352 utf8_from_data: (1 1  ) -> 41000020
1731238862.217356 utf8_from_data: (1 1  ) -> 41000020
1731238862.217359 utf8_from_data: (1 1  ) -> 41000020
1731238862.217362 utf8_from_data: (1 1  ) -> 41000020
1731238862.217365 utf8_from_data: (1 1  ) -> 41000020
1731238862.217368 utf8_from_data: (1 1  ) -> 41000020
1731238862.217371 utf8_from_data: (1 1  ) -> 41000020
1731238862.217375 utf8_from_data: (1 1  ) -> 41000020
1731238862.217378 utf8_from_data: (1 1  ) -> 41000020
1731238862.217381 utf8_from_data: (1 1  ) -> 41000020
1731238862.217384 utf8_from_data: (1 1  ) -> 41000020
1731238862.217387 utf8_from_data: (1 1  ) -> 41000020
1731238862.217391 utf8_from_data: (1 1  ) -> 41000020
1731238862.217394 utf8_from_data: (1 1  ) -> 41000020
1731238862.217397 utf8_from_data: (1 1  ) -> 41000020
1731238862.217400 utf8_from_data: (1 1  ) -> 41000020
1731238862.217404 utf8_from_data: (1 1  ) -> 41000020
1731238862.217407 utf8_from_data: (1 1  ) -> 41000020
1731238862.217412 utf8_from_data: (1 1  ) -> 41000020
1731238862.217416 utf8_from_data: (1 1  ) -> 41000020
1731238862.217421 utf8_from_data: (1 1  ) -> 41000020
1731238862.217426 utf8_from_data: (1 1  ) -> 41000020
1731238862.217429 utf8_from_data: (1 1  ) -> 41000020
1731238862.217432 utf8_from_data: (1 1  ) -> 41000020
1731238862.217435 utf8_from_data: (1 1  ) -> 41000020
1731238862.217439 utf8_from_data: (1 1  ) -> 41000020
1731238862.217442 utf8_from_data: (1 1  ) -> 41000020
1731238862.217445 utf8_from_data: (1 1  ) -> 41000020
1731238862.217448 utf8_from_data: (1 1  ) -> 41000020
1731238862.217451 utf8_from_data: (1 1  ) -> 41000020
1731238862.217454 utf8_from_data: (1 1  ) -> 41000020
1731238862.217457 utf8_from_data: (1 1  ) -> 41000020
1731238862.217461 utf8_from_data: (1 1  ) -> 41000020
1731238862.217464 utf8_from_data: (1 1  ) -> 41000020
1731238862.217467 utf8_from_data: (1 1  ) -> 41000020
1731238862.217470 utf8_from_data: (1 1  ) -> 41000020
1731238862.217473 utf8_from_data: (1 1  ) -> 41000020
1731238862.217477 utf8_from_data: (1 1  ) -> 41000020
1731238862.217480 utf8_from_data: (1 1  ) -> 41000020
1731238862.217483 utf8_from_data: (1 1  ) -> 41000020
1731238862.217486 utf8_from_data: (1 1  ) -> 41000020
1731238862.217489 utf8_from_data: (1 1  ) -> 41000020
1731238862.217492 utf8_from_data: (1 1  ) -> 41000020
1731238862.217496 utf8_from_data: (1 1  ) -> 41000020
1731238862.217499 utf8_from_data: (1 1  ) -> 41000020
1731238862.217502 utf8_from_data: (1 1  ) -> 41000020
1731238862.217505 utf8_from_data: (1 1  ) -> 41000020
1731238862.217508 utf8_from_data: (1 1  ) -> 41000020
1731238862.217511 utf8_from_data: (1 1  ) -> 41000020
1731238862.217514 utf8_from_data: (1 1  ) -> 41000020
1731238862.217518 utf8_from_data: (1 1  ) -> 41000020
1731238862.217521 utf8_from_data: (1 1  ) -> 41000020
1731238862.217524 utf8_from_data: (1 1  ) -> 41000020
1731238862.217527 utf8_from_data: (1 1  ) -> 41000020
1731238862.217530 utf8_from_data: (1 1  ) -> 41000020
1731238862.217533 utf8_from_data: (1 1  ) -> 41000020
1731238862.217536 utf8_from_data: (1 1  ) -> 41000020
1731238862.217540 utf8_from_data: (1 1  ) -> 41000020
1731238862.217543 utf8_from_data: (1 1  ) -> 41000020
1731238862.217546 utf8_from_data: (1 1  ) -> 41000020
1731238862.217549 utf8_from_data: (1 1  ) -> 41000020
1731238862.217553 utf8_from_data: (1 1  ) -> 41000020
1731238862.217556 utf8_from_data: (1 1  ) -> 41000020
1731238862.217559 utf8_from_data: (1 1  ) -> 41000020
1731238862.217562 utf8_from_data: (1 1  ) -> 41000020
1731238862.217566 utf8_from_data: (1 1  ) -> 41000020
1731238862.217569 utf8_from_data: (1 1  ) -> 41000020
1731238862.217572 utf8_from_data: (1 1  ) -> 41000020
1731238862.217575 utf8_from_data: (1 1  ) -> 41000020
1731238862.217578 utf8_from_data: (1 1  ) -> 41000020
1731238862.217582 utf8_from_data: (1 1  ) -> 41000020
1731238862.217585 utf8_from_data: (1 1  ) -> 41000020
1731238862.217588 utf8_from_data: (1 1  ) -> 41000020
1731238862.217591 utf8_from_data: (1 1  ) -> 41000020
1731238862.217595 utf8_from_data: (1 1  ) -> 41000020
1731238862.217598 utf8_from_data: (1 1  ) -> 41000020
1731238862.217601 utf8_from_data: (1 1  ) -> 41000020
1731238862.217604 utf8_from_data: (1 1  ) -> 41000020
1731238862.217607 utf8_from_data: (1 1  ) -> 41000020
1731238862.217610 utf8_from_data: (1 1  ) -> 41000020
1731238862.217614 utf8_from_data: (1 1  ) -> 41000020
1731238862.217617 utf8_from_data: (1 1  ) -> 41000020
1731238862.217620 utf8_from_data: (1 1  ) -> 41000020
1731238862.217624 utf8_from_data: (1 1  ) -> 41000020
1731238862.217627 utf8_from_data: (1 1  ) -> 41000020
1731238862.217630 utf8_from_data: (1 1  ) -> 41000020
1731238862.217633 utf8_from_data: (1 1  ) -> 41000020
1731238862.217636 utf8_from_data: (1 1  ) -> 41000020
1731238862.217639 utf8_from_data: (1 1  ) -> 41000020
1731238862.217643 utf8_from_data: (1 1  ) -> 41000020
1731238862.217646 utf8_from_data: (1 1  ) -> 41000020
1731238862.217649 utf8_from_data: (1 1  ) -> 41000020
1731238862.217652 utf8_from_data: (1 1  ) -> 41000020
1731238862.217655 utf8_from_data: (1 1  ) -> 41000020
1731238862.217659 utf8_from_data: (1 1  ) -> 41000020
1731238862.217665 utf8_from_data: (1 1  ) -> 41000020
1731238862.217669 utf8_from_data: (1 1  ) -> 41000020
1731238862.217672 utf8_from_data: (1 1  ) -> 41000020
1731238862.217676 utf8_from_data: (1 1  ) -> 41000020
1731238862.217679 utf8_from_data: (1 1  ) -> 41000020
1731238862.217682 utf8_from_data: (1 1  ) -> 41000020
1731238862.217685 utf8_from_data: (1 1  ) -> 41000020
1731238862.217688 utf8_from_data: (1 1  ) -> 41000020
1731238862.217692 utf8_from_data: (1 1  ) -> 41000020
1731238862.217695 utf8_from_data: (1 1  ) -> 41000020
1731238862.217698 utf8_from_data: (1 1  ) -> 41000020
1731238862.217701 utf8_from_data: (1 1  ) -> 41000020
1731238862.217705 utf8_from_data: (1 1  ) -> 41000020
1731238862.217708 utf8_from_data: (1 1  ) -> 41000020
1731238862.217711 utf8_from_data: (1 1  ) -> 41000020
1731238862.217714 utf8_from_data: (1 1  ) -> 41000020
1731238862.217717 utf8_from_data: (1 1  ) -> 41000020
1731238862.217721 utf8_from_data: (1 1  ) -> 41000020
1731238862.217724 utf8_from_data: (1 1  ) -> 41000020
1731238862.217727 utf8_from_data: (1 1  ) -> 41000020
1731238862.217730 utf8_from_data: (1 1  ) -> 41000020
1731238862.217733 utf8_from_data: (1 1  ) -> 41000020
1731238862.217737 utf8_from_data: (1 1  ) -> 41000020
1731238862.217740 utf8_from_data: (1 1  ) -> 41000020
1731238862.217743 utf8_from_data: (1 1  ) -> 41000020
1731238862.217746 utf8_from_data: (1 1  ) -> 41000020
1731238862.217750 utf8_from_data: (1 1  ) -> 41000020
1731238862.217753 utf8_from_data: (1 1  ) -> 41000020
1731238862.217756 utf8_from_data: (1 1  ) -> 41000020
1731238862.217759 utf8_from_data: (1 1  ) -> 41000020
1731238862.217762 utf8_from_data: (1 1  ) -> 41000020
1731238862.217765 utf8_from_data: (1 1  ) -> 41000020
1731238862.217769 utf8_from_data: (1 1  ) -> 41000020
1731238862.217772 utf8_from_data: (1 1  ) -> 41000020
1731238862.217775 utf8_from_data: (1 1  ) -> 41000020
1731238862.217778 utf8_from_data: (1 1  ) -> 41000020
1731238862.217782 utf8_from_data: (1 1  ) -> 41000020
1731238862.217785 utf8_from_data: (1 1  ) -> 41000020
1731238862.217788 utf8_from_data: (1 1  ) -> 41000020
1731238862.217791 utf8_from_data: (1 1  ) -> 41000020
1731238862.217794 utf8_from_data: (1 1  ) -> 41000020
1731238862.217798 utf8_from_data: (1 1  ) -> 41000020
1731238862.217801 utf8_from_data: (1 1  ) -> 41000020
1731238862.217804 utf8_from_data: (1 1  ) -> 41000020
1731238862.217807 utf8_from_data: (1 1  ) -> 41000020
1731238862.217811 utf8_from_data: (1 1  ) -> 41000020
1731238862.217814 utf8_from_data: (1 1  ) -> 41000020
1731238862.217817 utf8_from_data: (1 1  ) -> 41000020
1731238862.217820 utf8_from_data: (1 1  ) -> 41000020
1731238862.217823 utf8_from_data: (1 1  ) -> 41000020
1731238862.217827 utf8_from_data: (1 1  ) -> 41000020
1731238862.217830 utf8_from_data: (1 1  ) -> 41000020
1731238862.217833 utf8_from_data: (1 1  ) -> 41000020
1731238862.217836 utf8_from_data: (1 1  ) -> 41000020
1731238862.217839 utf8_from_data: (1 1  ) -> 41000020
1731238862.217843 utf8_from_data: (1 1  ) -> 41000020
1731238862.217846 utf8_from_data: (1 1  ) -> 41000020
1731238862.217849 utf8_from_data: (1 1  ) -> 41000020
1731238862.217852 utf8_from_data: (1 1  ) -> 41000020
1731238862.217856 utf8_from_data: (1 1  ) -> 41000020
1731238862.217859 utf8_from_data: (1 1  ) -> 41000020
1731238862.217862 utf8_from_data: (1 1  ) -> 41000020
1731238862.217865 utf8_from_data: (1 1  ) -> 41000020
1731238862.217868 utf8_from_data: (1 1  ) -> 41000020
1731238862.217871 utf8_from_data: (1 1  ) -> 41000020
1731238862.217875 utf8_from_data: (1 1  ) -> 41000020
1731238862.217878 utf8_from_data: (1 1  ) -> 41000020
1731238862.217881 utf8_from_data: (1 1  ) -> 41000020
1731238862.217884 utf8_from_data: (1 1  ) -> 41000020
1731238862.217888 utf8_from_data: (1 1  ) -> 41000020
1731238862.217891 utf8_from_data: (1 1  ) -> 41000020
1731238862.217894 utf8_from_data: (1 1  ) -> 41000020
1731238862.217897 utf8_from_data: (1 1  ) -> 41000020
1731238862.217900 utf8_from_data: (1 1  ) -> 41000020
1731238862.217904 utf8_from_data: (1 1  ) -> 41000020
1731238862.217907 utf8_from_data: (1 1  ) -> 41000020
1731238862.217913 utf8_from_data: (1 1  ) -> 41000020
1731238862.217917 utf8_from_data: (1 1  ) -> 41000020
1731238862.217920 utf8_from_data: (1 1  ) -> 41000020
1731238862.217923 utf8_from_data: (1 1  ) -> 41000020
1731238862.217927 utf8_from_data: (1 1  ) -> 41000020
1731238862.217930 utf8_from_data: (1 1  ) -> 41000020
1731238862.217933 utf8_from_data: (1 1  ) -> 41000020
1731238862.217936 utf8_from_data: (1 1  ) -> 41000020
1731238862.217940 utf8_from_data: (1 1  ) -> 41000020
1731238862.217943 utf8_from_data: (1 1  ) -> 41000020
1731238862.217946 utf8_from_data: (1 1  ) -> 41000020
1731238862.217949 utf8_from_data: (1 1  ) -> 41000020
1731238862.217952 utf8_from_data: (1 1  ) -> 41000020
1731238862.217956 utf8_from_data: (1 1  ) -> 41000020
1731238862.217959 utf8_from_data: (1 1  ) -> 41000020
1731238862.217962 utf8_from_data: (1 1  ) -> 41000020
1731238862.217965 utf8_from_data: (1 1  ) -> 41000020
1731238862.217969 utf8_from_data: (1 1  ) -> 41000020
1731238862.217972 utf8_from_data: (1 1  ) -> 41000020
1731238862.217975 utf8_from_data: (1 1  ) -> 41000020
1731238862.217978 utf8_from_data: (1 1  ) -> 41000020
1731238862.217981 utf8_from_data: (1 1  ) -> 41000020
1731238862.217985 utf8_from_data: (1 1  ) -> 41000020
1731238862.217988 utf8_from_data: (1 1  ) -> 41000020
1731238862.217991 utf8_from_data: (1 1  ) -> 41000020
1731238862.217994 utf8_from_data: (1 1  ) -> 41000020
1731238862.217997 utf8_from_data: (1 1  ) -> 41000020
1731238862.218001 utf8_from_data: (1 1  ) -> 41000020
1731238862.218004 utf8_from_data: (1 1  ) -> 41000020
1731238862.218007 utf8_from_data: (1 1  ) -> 41000020
1731238862.218010 utf8_from_data: (1 1  ) -> 41000020
1731238862.218014 utf8_from_data: (1 1  ) -> 41000020
1731238862.218017 utf8_from_data: (1 1  ) -> 41000020
1731238862.218020 utf8_from_data: (1 1  ) -> 41000020
1731238862.218023 utf8_from_data: (1 1  ) -> 41000020
1731238862.218026 utf8_from_data: (1 1  ) -> 41000020
1731238862.218029 utf8_from_data: (1 1  ) -> 41000020
1731238862.218033 utf8_from_data: (1 1  ) -> 41000020
1731238862.218036 utf8_from_data: (1 1  ) -> 41000020
1731238862.218039 utf8_from_data: (1 1  ) -> 41000020
1731238862.218043 utf8_from_data: (1 1  ) -> 41000020
1731238862.218046 utf8_from_data: (1 1  ) -> 41000020
1731238862.218049 utf8_from_data: (1 1  ) -> 41000020
1731238862.218052 utf8_from_data: (1 1  ) -> 41000020
1731238862.218055 utf8_from_data: (1 1  ) -> 41000020
1731238862.218059 utf8_from_data: (1 1  ) -> 41000020
1731238862.218062 utf8_from_data: (1 1  ) -> 41000020
1731238862.218065 utf8_from_data: (1 1  ) -> 41000020
1731238862.218068 utf8_from_data: (1 1  ) -> 41000020
1731238862.218072 utf8_from_data: (1 1  ) -> 41000020
1731238862.218075 utf8_from_data: (1 1  ) -> 41000020
1731238862.218078 utf8_from_data: (1 1  ) -> 41000020
1731238862.218081 utf8_from_data: (1 1  ) -> 41000020
1731238862.218084 utf8_from_data: (1 1  ) -> 41000020
1731238862.218088 utf8_from_data: (1 1  ) -> 41000020
1731238862.218091 utf8_from_data: (1 1  ) -> 41000020
1731238862.218094 utf8_from_data: (1 1  ) -> 41000020
1731238862.218097 utf8_from_data: (1 1  ) -> 41000020
1731238862.218100 utf8_from_data: (1 1  ) -> 41000020
1731238862.218103 utf8_from_data: (1 1  ) -> 41000020
1731238862.218107 utf8_from_data: (1 1  ) -> 41000020
1731238862.218110 utf8_from_data: (1 1  ) -> 41000020
1731238862.218113 utf8_from_data: (1 1  ) -> 41000020
1731238862.218117 utf8_from_data: (1 1  ) -> 41000020
1731238862.218120 utf8_from_data: (1 1  ) -> 41000020
1731238862.218123 utf8_from_data: (1 1  ) -> 41000020
1731238862.218126 utf8_from_data: (1 1  ) -> 41000020
1731238862.218129 utf8_from_data: (1 1  ) -> 41000020
1731238862.218133 utf8_from_data: (1 1  ) -> 41000020
1731238862.218136 utf8_from_data: (1 1  ) -> 41000020
1731238862.218139 utf8_from_data: (1 1  ) -> 41000020
1731238862.218142 utf8_from_data: (1 1  ) -> 41000020
1731238862.218146 utf8_from_data: (1 1  ) -> 41000020
1731238862.218149 utf8_from_data: (1 1  ) -> 41000020
1731238862.218152 utf8_from_data: (1 1  ) -> 41000020
1731238862.218155 utf8_from_data: (1 1  ) -> 41000020
1731238862.218162 utf8_from_data: (1 1  ) -> 41000020
1731238862.218165 utf8_from_data: (1 1  ) -> 41000020
1731238862.218169 utf8_from_data: (1 1  ) -> 41000020
1731238862.218172 utf8_from_data: (1 1  ) -> 41000020
1731238862.218175 utf8_from_data: (1 1  ) -> 41000020
1731238862.218178 utf8_from_data: (1 1  ) -> 41000020
1731238862.218181 utf8_from_data: (1 1  ) -> 41000020
1731238862.218185 utf8_from_data: (1 1  ) -> 41000020
1731238862.218188 utf8_from_data: (1 1  ) -> 41000020
1731238862.218191 utf8_from_data: (1 1  ) -> 41000020
1731238862.218194 utf8_from_data: (1 1  ) -> 41000020
1731238862.218198 utf8_from_data: (1 1  ) -> 41000020
1731238862.218201 utf8_from_data: (1 1  ) -> 41000020
1731238862.218204 utf8_from_data: (1 1  ) -> 41000020
1731238862.218207 utf8_from_data: (1 1  ) -> 41000020
1731238862.218211 utf8_from_data: (1 1  ) -> 41000020
1731238862.218214 utf8_from_data: (1 1  ) -> 41000020
1731238862.218217 utf8_from_data: (1 1  ) -> 41000020
1731238862.218220 utf8_from_data: (1 1  ) -> 41000020
1731238862.218224 utf8_from_data: (1 1  ) -> 41000020
1731238862.218227 utf8_from_data: (1 1  ) -> 41000020
1731238862.218230 utf8_from_data: (1 1  ) -> 41000020
1731238862.218234 utf8_from_data: (1 1  ) -> 41000020
1731238862.218237 utf8_from_data: (1 1  ) -> 41000020
1731238862.218240 utf8_from_data: (1 1  ) -> 41000020
1731238862.218243 utf8_from_data: (1 1  ) -> 41000020
1731238862.218247 utf8_from_data: (1 1  ) -> 41000020
1731238862.218250 utf8_from_data: (1 1  ) -> 41000020
1731238862.218253 utf8_from_data: (1 1  ) -> 41000020
1731238862.218256 utf8_from_data: (1 1  ) -> 41000020
1731238862.218260 utf8_from_data: (1 1  ) -> 41000020
1731238862.218263 utf8_from_data: (1 1  ) -> 41000020
1731238862.218266 utf8_from_data: (1 1  ) -> 41000020
1731238862.218269 utf8_from_data: (1 1  ) -> 41000020
1731238862.218273 utf8_from_data: (1 1  ) -> 41000020
1731238862.218276 utf8_from_data: (1 1  ) -> 41000020
1731238862.218279 utf8_from_data: (1 1  ) -> 41000020
1731238862.218282 utf8_from_data: (1 1  ) -> 41000020
1731238862.218285 utf8_from_data: (1 1  ) -> 41000020
1731238862.218288 utf8_from_data: (1 1  ) -> 41000020
1731238862.218292 utf8_from_data: (1 1  ) -> 41000020
1731238862.218295 utf8_from_data: (1 1  ) -> 41000020
1731238862.218298 utf8_from_data: (1 1  ) -> 41000020
1731238862.218302 utf8_from_data: (1 1  ) -> 41000020
1731238862.218305 utf8_from_data: (1 1  ) -> 41000020
1731238862.218308 utf8_from_data: (1 1  ) -> 41000020
1731238862.218311 utf8_from_data: (1 1  ) -> 41000020
1731238862.218314 utf8_from_data: (1 1  ) -> 41000020
1731238862.218317 utf8_from_data: (1 1  ) -> 41000020
1731238862.218321 utf8_from_data: (1 1  ) -> 41000020
1731238862.218324 utf8_from_data: (1 1  ) -> 41000020
1731238862.218327 utf8_from_data: (1 1  ) -> 41000020
1731238862.218330 utf8_from_data: (1 1  ) -> 41000020
1731238862.218334 utf8_from_data: (1 1  ) -> 41000020
1731238862.218337 utf8_from_data: (1 1  ) -> 41000020
1731238862.218340 utf8_from_data: (1 1  ) -> 41000020
1731238862.218343 utf8_from_data: (1 1  ) -> 41000020
1731238862.218346 utf8_from_data: (1 1  ) -> 41000020
1731238862.218350 utf8_from_data: (1 1  ) -> 41000020
1731238862.218353 utf8_from_data: (1 1  ) -> 41000020
1731238862.218356 utf8_from_data: (1 1  ) -> 41000020
1731238862.218359 utf8_from_data: (1 1  ) -> 41000020
1731238862.218362 utf8_from_data: (1 1  ) -> 41000020
1731238862.218366 utf8_from_data: (1 1  ) -> 41000020
1731238862.218369 utf8_from_data: (1 1  ) -> 41000020
1731238862.218372 utf8_from_data: (1 1  ) -> 41000020
1731238862.218375 utf8_from_data: (1 1  ) -> 41000020
1731238862.218379 utf8_from_data: (1 1  ) -> 41000020
1731238862.218382 utf8_from_data: (1 1  ) -> 41000020
1731238862.218385 utf8_from_data: (1 1  ) -> 41000020
1731238862.218388 utf8_from_data: (1 1  ) -> 41000020
1731238862.218391 utf8_from_data: (1 1  ) -> 41000020
1731238862.218395 utf8_from_data: (1 1  ) -> 41000020
1731238862.218398 utf8_from_data: (1 1  ) -> 41000020
1731238862.218401 utf8_from_data: (1 1  ) -> 41000020
1731238862.218404 utf8_from_data: (1 1  ) -> 41000020
1731238862.218411 utf8_from_data: (1 1  ) -> 41000020
1731238862.218414 utf8_from_data: (1 1  ) -> 41000020
1731238862.218418 utf8_from_data: (1 1  ) -> 41000020
1731238862.218421 utf8_from_data: (1 1  ) -> 41000020
1731238862.218424 utf8_from_data: (1 1  ) -> 41000020
1731238862.218427 utf8_from_data: (1 1  ) -> 41000020
1731238862.218431 utf8_from_data: (1 1  ) -> 41000020
1731238862.218434 utf8_from_data: (1 1  ) -> 41000020
1731238862.218437 utf8_from_data: (1 1  ) -> 41000020
1731238862.218440 utf8_from_data: (1 1  ) -> 41000020
1731238862.218444 utf8_from_data: (1 1  ) -> 41000020
1731238862.218447 utf8_from_data: (1 1  ) -> 41000020
1731238862.218450 utf8_from_data: (1 1  ) -> 41000020
1731238862.218453 utf8_from_data: (1 1  ) -> 41000020
1731238862.218457 utf8_from_data: (1 1  ) -> 41000020
1731238862.218460 utf8_from_data: (1 1  ) -> 41000020
1731238862.218463 utf8_from_data: (1 1  ) -> 41000020
1731238862.218466 utf8_from_data: (1 1  ) -> 41000020
1731238862.218469 utf8_from_data: (1 1  ) -> 41000020
1731238862.218473 utf8_from_data: (1 1  ) -> 41000020
1731238862.218476 utf8_from_data: (1 1  ) -> 41000020
1731238862.218479 utf8_from_data: (1 1  ) -> 41000020
1731238862.218483 utf8_from_data: (1 1  ) -> 41000020
1731238862.218486 utf8_from_data: (1 1  ) -> 41000020
1731238862.218489 utf8_from_data: (1 1  ) -> 41000020
1731238862.218492 utf8_from_data: (1 1  ) -> 41000020
1731238862.218495 utf8_from_data: (1 1  ) -> 41000020
1731238862.218499 utf8_from_data: (1 1  ) -> 41000020
1731238862.218502 utf8_from_data: (1 1  ) -> 41000020
1731238862.218505 utf8_from_data: (1 1  ) -> 41000020
1731238862.218509 utf8_from_data: (1 1  ) -> 41000020
1731238862.218512 utf8_from_data: (1 1  ) -> 41000020
1731238862.218515 utf8_from_data: (1 1  ) -> 41000020
1731238862.218518 utf8_from_data: (1 1  ) -> 41000020
1731238862.218522 utf8_from_data: (1 1  ) -> 41000020
1731238862.218525 utf8_from_data: (1 1  ) -> 41000020
1731238862.218528 utf8_from_data: (1 1  ) -> 41000020
1731238862.218531 utf8_from_data: (1 1  ) -> 41000020
1731238862.218535 utf8_from_data: (1 1  ) -> 41000020
1731238862.218538 utf8_from_data: (1 1  ) -> 41000020
1731238862.218541 utf8_from_data: (1 1  ) -> 41000020
1731238862.218544 utf8_from_data: (1 1  ) -> 41000020
1731238862.218547 utf8_from_data: (1 1  ) -> 41000020
1731238862.218551 utf8_from_data: (1 1  ) -> 41000020
1731238862.218554 utf8_from_data: (1 1  ) -> 41000020
1731238862.218557 utf8_from_data: (1 1  ) -> 41000020
1731238862.218560 utf8_from_data: (1 1  ) -> 41000020
1731238862.218564 utf8_from_data: (1 1  ) -> 41000020
1731238862.218567 utf8_from_data: (1 1  ) -> 41000020
1731238862.218570 utf8_from_data: (1 1  ) -> 41000020
1731238862.218573 utf8_from_data: (1 1  ) -> 41000020
1731238862.218577 utf8_from_data: (1 1  ) -> 41000020
1731238862.218580 utf8_from_data: (1 1  ) -> 41000020
1731238862.218583 utf8_from_data: (1 1  ) -> 41000020
1731238862.218586 utf8_from_data: (1 1  ) -> 41000020
1731238862.218590 utf8_from_data: (1 1  ) -> 41000020
1731238862.218593 utf8_from_data: (1 1  ) -> 41000020
1731238862.218596 utf8_from_data: (1 1  ) -> 41000020
1731238862.218599 utf8_from_data: (1 1  ) -> 41000020
1731238862.218602 utf8_from_data: (1 1  ) -> 41000020
1731238862.218605 utf8_from_data: (1 1  ) -> 41000020
1731238862.218609 utf8_from_data: (1 1  ) -> 41000020
1731238862.218612 utf8_from_data: (1 1  ) -> 41000020
1731238862.218615 utf8_from_data: (1 1  ) -> 41000020
1731238862.218619 utf8_from_data: (1 1  ) -> 41000020
1731238862.218622 utf8_from_data: (1 1  ) -> 41000020
1731238862.218625 utf8_from_data: (1 1  ) -> 41000020
1731238862.218628 utf8_from_data: (1 1  ) -> 41000020
1731238862.218632 utf8_from_data: (1 1  ) -> 41000020
1731238862.218635 utf8_from_data: (1 1  ) -> 41000020
1731238862.218638 utf8_from_data: (1 1  ) -> 41000020
1731238862.218642 utf8_from_data: (1 1  ) -> 41000020
1731238862.218645 utf8_from_data: (1 1  ) -> 41000020
1731238862.218648 utf8_from_data: (1 1  ) -> 41000020
1731238862.218651 utf8_from_data: (1 1  ) -> 41000020
1731238862.218654 utf8_from_data: (1 1  ) -> 41000020
1731238862.218661 utf8_from_data: (1 1  ) -> 41000020
1731238862.218665 utf8_from_data: (1 1  ) -> 41000020
1731238862.218668 utf8_from_data: (1 1  ) -> 41000020
1731238862.218671 utf8_from_data: (1 1  ) -> 41000020
1731238862.218675 utf8_from_data: (1 1  ) -> 41000020
1731238862.218678 utf8_from_data: (1 1  ) -> 41000020
1731238862.218681 utf8_from_data: (1 1  ) -> 41000020
1731238862.218684 utf8_from_data: (1 1  ) -> 41000020
1731238862.218688 utf8_from_data: (1 1  ) -> 41000020
1731238862.218691 utf8_from_data: (1 1  ) -> 41000020
1731238862.218694 utf8_from_data: (1 1  ) -> 41000020
1731238862.218698 utf8_from_data: (1 1  ) -> 41000020
1731238862.218701 utf8_from_data: (1 1  ) -> 41000020
1731238862.218704 utf8_from_data: (1 1  ) -> 41000020
1731238862.218707 utf8_from_data: (1 1  ) -> 41000020
1731238862.218711 utf8_from_data: (1 1  ) -> 41000020
1731238862.218714 utf8_from_data: (1 1  ) -> 41000020
1731238862.218717 utf8_from_data: (1 1  ) -> 41000020
1731238862.218720 utf8_from_data: (1 1  ) -> 41000020
1731238862.218724 utf8_from_data: (1 1  ) -> 41000020
1731238862.218727 utf8_from_data: (1 1  ) -> 41000020
1731238862.218730 utf8_from_data: (1 1  ) -> 41000020
1731238862.218734 utf8_from_data: (1 1  ) -> 41000020
1731238862.218737 utf8_from_data: (1 1  ) -> 41000020
1731238862.218740 utf8_from_data: (1 1  ) -> 41000020
1731238862.218743 utf8_from_data: (1 1  ) -> 41000020
1731238862.218747 utf8_from_data: (1 1  ) -> 41000020
1731238862.218750 utf8_from_data: (1 1  ) -> 41000020
1731238862.218753 utf8_from_data: (1 1  ) -> 41000020
1731238862.218756 utf8_from_data: (1 1  ) -> 41000020
1731238862.218760 utf8_from_data: (1 1  ) -> 41000020
1731238862.218763 utf8_from_data: (1 1  ) -> 41000020
1731238862.218766 utf8_from_data: (1 1  ) -> 41000020
1731238862.218769 utf8_from_data: (1 1  ) -> 41000020
1731238862.218773 utf8_from_data: (1 1  ) -> 41000020
1731238862.218776 utf8_from_data: (1 1  ) -> 41000020
1731238862.218779 utf8_from_data: (1 1  ) -> 41000020
1731238862.218783 utf8_from_data: (1 1  ) -> 41000020
1731238862.218786 utf8_from_data: (1 1  ) -> 41000020
1731238862.218789 utf8_from_data: (1 1  ) -> 41000020
1731238862.218792 utf8_from_data: (1 1  ) -> 41000020
1731238862.218796 utf8_from_data: (1 1  ) -> 41000020
1731238862.218799 utf8_from_data: (1 1  ) -> 41000020
1731238862.218802 utf8_from_data: (1 1  ) -> 41000020
1731238862.218806 utf8_from_data: (1 1  ) -> 41000020
1731238862.218809 utf8_from_data: (1 1  ) -> 41000020
